date,order_id,customer_id,country,product_code,product_description,quantity,unit_price
2010-12-01 08:26:00,536365,17850,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2.55
2010-12-01 08:26:00,536365,17850,United Kingdom,71053,WHITE METAL LANTERN,6,3.39
2010-12-01 08:26:00,536365,17850,United Kingdom,84406B,CREAM CUPID HEARTS COAT HANGER,8,2.75
2010-12-01 08:26:00,536365,17850,United Kingdom,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,3.39
2010-12-01 08:26:00,536365,17850,United Kingdom,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,3.39
2010-12-01 08:26:00,536365,17850,United Kingdom,22752,SET 7 BABUSHKA NESTING BOXES,2,7.65
2010-12-01 08:26:00,536365,17850,United Kingdom,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,4.25
2010-12-01 08:28:00,536366,17850,United Kingdom,22633,HAND WARMER UNION JACK,6,1.85
2010-12-01 08:28:00,536366,17850,United Kingdom,22632,HAND WARMER RED POLKA DOT,6,1.85
2010-12-01 08:34:00,536367,13047,United Kingdom,84879,ASSORTED COLOUR BIRD ORNAMENT,32,1.69
2010-12-01 08:34:00,536367,13047,United Kingdom,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2.1
2010-12-01 08:34:00,536367,13047,United Kingdom,22748,POPPY'S PLAYHOUSE KITCHEN,6,2.1
2010-12-01 08:34:00,536367,13047,United Kingdom,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,3.75
2010-12-01 08:34:00,536367,13047,United Kingdom,22310,IVORY KNITTED MUG COSY ,6,1.65
2010-12-01 08:34:00,536367,13047,United Kingdom,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,4.25
2010-12-01 08:34:00,536367,13047,United Kingdom,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,4.95
2010-12-01 08:34:00,536367,13047,United Kingdom,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,9.95
2010-12-01 08:34:00,536367,13047,United Kingdom,21754,HOME BUILDING BLOCK WORD,3,5.95
2010-12-01 08:34:00,536367,13047,United Kingdom,21755,LOVE BUILDING BLOCK WORD,3,5.95
2010-12-01 08:34:00,536367,13047,United Kingdom,21777,RECIPE BOX WITH METAL HEART,4,7.95
2010-12-01 08:34:00,536367,13047,United Kingdom,48187,DOORMAT NEW ENGLAND,4,7.95
2010-12-01 08:34:00,536368,13047,United Kingdom,22960,JAM MAKING SET WITH JARS,6,4.25
2010-12-01 08:34:00,536368,13047,United Kingdom,22913,RED COAT RACK PARIS FASHION,3,4.95
2010-12-01 08:34:00,536368,13047,United Kingdom,22912,YELLOW COAT RACK PARIS FASHION,3,4.95
2010-12-01 08:34:00,536368,13047,United Kingdom,22914,BLUE COAT RACK PARIS FASHION,3,4.95
2010-12-01 08:35:00,536369,13047,United Kingdom,21756,BATH BUILDING BLOCK WORD,3,5.95
2010-12-01 08:45:00,536370,12583,France,22728,ALARM CLOCK BAKELIKE PINK,24,3.75
2010-12-01 08:45:00,536370,12583,France,22727,ALARM CLOCK BAKELIKE RED ,24,3.75
2010-12-01 08:45:00,536370,12583,France,22726,ALARM CLOCK BAKELIKE GREEN,12,3.75
2010-12-01 08:45:00,536370,12583,France,21724,PANDA AND BUNNIES STICKER SHEET,12,0.85
2010-12-01 08:45:00,536370,12583,France,21883,STARS GIFT TAPE ,24,0.65
2010-12-01 08:45:00,536370,12583,France,10002,INFLATABLE POLITICAL GLOBE ,48,0.85
2010-12-01 08:45:00,536370,12583,France,21791,VINTAGE HEADS AND TAILS CARD GAME ,24,1.25
2010-12-01 08:45:00,536370,12583,France,21035,SET/2 RED RETROSPOT TEA TOWELS ,18,2.95
2010-12-01 08:45:00,536370,12583,France,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,24,2.95
2010-12-01 08:45:00,536370,12583,France,22629,SPACEBOY LUNCH BOX ,24,1.95
2010-12-01 08:45:00,536370,12583,France,22659,LUNCH BOX I LOVE LONDON,24,1.95
2010-12-01 08:45:00,536370,12583,France,22631,CIRCUS PARADE LUNCH BOX ,24,1.95
2010-12-01 08:45:00,536370,12583,France,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,20,0.85
2010-12-01 08:45:00,536370,12583,France,21731,RED TOADSTOOL LED NIGHT LIGHT,24,1.65
2010-12-01 08:45:00,536370,12583,France,22900, SET 2 TEA TOWELS I LOVE LONDON ,24,2.95
2010-12-01 08:45:00,536370,12583,France,21913,VINTAGE SEASIDE JIGSAW PUZZLES,12,3.75
2010-12-01 08:45:00,536370,12583,France,22540,MINI JIGSAW CIRCUS PARADE ,24,0.42
2010-12-01 08:45:00,536370,12583,France,22544,MINI JIGSAW SPACEBOY,24,0.42
2010-12-01 08:45:00,536370,12583,France,22492,MINI PAINT SET VINTAGE ,36,0.65
2010-12-01 08:45:00,536370,12583,France,POST,POSTAGE,3,18.0
2010-12-01 09:00:00,536371,13748,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,80,2.55
2010-12-01 09:01:00,536372,17850,United Kingdom,22632,HAND WARMER RED POLKA DOT,6,1.85
2010-12-01 09:01:00,536372,17850,United Kingdom,22633,HAND WARMER UNION JACK,6,1.85
2010-12-01 09:02:00,536373,17850,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2.55
2010-12-01 09:02:00,536373,17850,United Kingdom,71053,WHITE METAL LANTERN,6,3.39
2010-12-01 09:02:00,536373,17850,United Kingdom,84406B,CREAM CUPID HEARTS COAT HANGER,8,2.75
2010-12-01 09:02:00,536373,17850,United Kingdom,20679,EDWARDIAN PARASOL RED,6,4.95
2010-12-01 09:02:00,536373,17850,United Kingdom,37370,RETRO COFFEE MUGS ASSORTED,6,1.06
2010-12-01 09:02:00,536373,17850,United Kingdom,21871,SAVE THE PLANET MUG,6,1.06
2010-12-01 09:02:00,536373,17850,United Kingdom,21071,VINTAGE BILLBOARD DRINK ME MUG,6,1.06
2010-12-01 09:02:00,536373,17850,United Kingdom,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,1.06
2010-12-01 09:02:00,536373,17850,United Kingdom,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,4.95
2010-12-01 09:02:00,536373,17850,United Kingdom,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,6.95
2010-12-01 09:02:00,536373,17850,United Kingdom,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2.1
2010-12-01 09:02:00,536373,17850,United Kingdom,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2.55
2010-12-01 09:02:00,536373,17850,United Kingdom,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,3.39
2010-12-01 09:02:00,536373,17850,United Kingdom,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,3.39
2010-12-01 09:02:00,536373,17850,United Kingdom,22752,SET 7 BABUSHKA NESTING BOXES,2,7.65
2010-12-01 09:02:00,536373,17850,United Kingdom,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,4.25
2010-12-01 09:09:00,536374,15100,United Kingdom,21258,VICTORIAN SEWING BOX LARGE,32,10.95
2010-12-01 09:32:00,536375,17850,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2.55
2010-12-01 09:32:00,536375,17850,United Kingdom,71053,WHITE METAL LANTERN,6,3.39
2010-12-01 09:32:00,536375,17850,United Kingdom,84406B,CREAM CUPID HEARTS COAT HANGER,8,2.75
2010-12-01 09:32:00,536375,17850,United Kingdom,20679,EDWARDIAN PARASOL RED,6,4.95
2010-12-01 09:32:00,536375,17850,United Kingdom,37370,RETRO COFFEE MUGS ASSORTED,6,1.06
2010-12-01 09:32:00,536375,17850,United Kingdom,21871,SAVE THE PLANET MUG,6,1.06
2010-12-01 09:32:00,536375,17850,United Kingdom,21071,VINTAGE BILLBOARD DRINK ME MUG,6,1.06
2010-12-01 09:32:00,536375,17850,United Kingdom,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,1.06
2010-12-01 09:32:00,536375,17850,United Kingdom,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,4.95
2010-12-01 09:32:00,536375,17850,United Kingdom,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,6.95
2010-12-01 09:32:00,536375,17850,United Kingdom,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2.1
2010-12-01 09:32:00,536375,17850,United Kingdom,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2.55
2010-12-01 09:32:00,536375,17850,United Kingdom,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,3.39
2010-12-01 09:32:00,536375,17850,United Kingdom,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,3.39
2010-12-01 09:32:00,536375,17850,United Kingdom,22752,SET 7 BABUSHKA NESTING BOXES,2,7.65
2010-12-01 09:32:00,536375,17850,United Kingdom,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,4.25
2010-12-01 09:32:00,536376,15291,United Kingdom,22114,HOT WATER BOTTLE TEA AND SYMPATHY,48,3.45
2010-12-01 09:32:00,536376,15291,United Kingdom,21733,RED HANGING HEART T-LIGHT HOLDER,64,2.55
2010-12-01 09:34:00,536377,17850,United Kingdom,22632,HAND WARMER RED POLKA DOT,6,1.85
2010-12-01 09:34:00,536377,17850,United Kingdom,22633,HAND WARMER UNION JACK,6,1.85
2010-12-01 09:37:00,536378,14688,United Kingdom,22386,JUMBO BAG PINK POLKADOT,10,1.95
2010-12-01 09:37:00,536378,14688,United Kingdom,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,1.95
2010-12-01 09:37:00,536378,14688,United Kingdom,21033,JUMBO BAG CHARLIE AND LOLA TOYS,10,2.95
2010-12-01 09:37:00,536378,14688,United Kingdom,20723,STRAWBERRY CHARLOTTE BAG,10,0.85
2010-12-01 09:37:00,536378,14688,United Kingdom,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,12,3.75
2010-12-01 09:37:00,536378,14688,United Kingdom,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,3.75
2010-12-01 09:37:00,536378,14688,United Kingdom,21094,SET/6 RED SPOTTY PAPER PLATES,12,0.85
2010-12-01 09:37:00,536378,14688,United Kingdom,20725,LUNCH BAG RED RETROSPOT,10,1.65
2010-12-01 09:37:00,536378,14688,United Kingdom,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,2.55
2010-12-01 09:37:00,536378,14688,United Kingdom,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,2.55
2010-12-01 09:37:00,536378,14688,United Kingdom,21212,PACK OF 72 RETROSPOT CAKE CASES,120,0.42
2010-12-01 09:37:00,536378,14688,United Kingdom,21975,PACK OF 60 DINOSAUR CAKE CASES,24,0.55
2010-12-01 09:37:00,536378,14688,United Kingdom,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,0.55
2010-12-01 09:37:00,536378,14688,United Kingdom,84991,60 TEATIME FAIRY CAKE CASES,24,0.55
2010-12-01 09:37:00,536378,14688,United Kingdom,84519A,TOMATO CHARLIE+LOLA COASTER SET,6,2.95
2010-12-01 09:37:00,536378,14688,United Kingdom,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,48,1.25
2010-12-01 09:37:00,536378,14688,United Kingdom,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,96,0.38
2010-12-01 09:37:00,536378,14688,United Kingdom,21931,JUMBO STORAGE BAG SUKI,10,1.95
2010-12-01 09:37:00,536378,14688,United Kingdom,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,1.95
2010-12-01 09:41:00,536380,17809,United Kingdom,22961,JAM MAKING SET PRINTED,24,1.45
2010-12-01 09:41:00,536381,15311,United Kingdom,22139,RETROSPOT TEA SET CERAMIC 11 PC ,23,4.25
2010-12-01 09:41:00,536381,15311,United Kingdom,84854,GIRLY PINK TOOL SET,5,4.95
2010-12-01 09:41:00,536381,15311,United Kingdom,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,1.95
2010-12-01 09:41:00,536381,15311,United Kingdom,82567,"AIRLINE LOUNGE,METAL SIGN",2,2.1
2010-12-01 09:41:00,536381,15311,United Kingdom,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,6,1.25
2010-12-01 09:41:00,536381,15311,United Kingdom,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,24,1.25
2010-12-01 09:41:00,536381,15311,United Kingdom,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,24,1.25
2010-12-01 09:41:00,536381,15311,United Kingdom,71270,PHOTO CLIP LINE,1,1.25
2010-12-01 09:41:00,536381,15311,United Kingdom,22262,FELT EGG COSY CHICKEN,1,0.85
2010-12-01 09:41:00,536381,15311,United Kingdom,22637,PIGGY BANK RETROSPOT ,1,2.55
2010-12-01 09:41:00,536381,15311,United Kingdom,21934,SKULL SHOULDER BAG,10,1.65
2010-12-01 09:41:00,536381,15311,United Kingdom,21169,YOU'RE CONFUSING ME METAL SIGN ,3,1.69
2010-12-01 09:41:00,536381,15311,United Kingdom,21166,COOK WITH WINE METAL SIGN ,1,1.95
2010-12-01 09:41:00,536381,15311,United Kingdom,21175,GIN + TONIC DIET METAL SIGN,2,2.1
2010-12-01 09:41:00,536381,15311,United Kingdom,37444A,YELLOW BREAKFAST CUP AND SAUCER,1,2.95
2010-12-01 09:41:00,536381,15311,United Kingdom,37444C,PINK BREAKFAST CUP AND SAUCER ,1,2.95
2010-12-01 09:41:00,536381,15311,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,4,2.95
2010-12-01 09:41:00,536381,15311,United Kingdom,22083,PAPER CHAIN KIT RETROSPOT,1,2.95
2010-12-01 09:41:00,536381,15311,United Kingdom,84971S,SMALL HEART FLOWERS HOOK ,6,0.85
2010-12-01 09:41:00,536381,15311,United Kingdom,71270,PHOTO CLIP LINE,3,1.25
2010-12-01 09:41:00,536381,15311,United Kingdom,47580,TEA TIME DES TEA COSY,2,2.55
2010-12-01 09:41:00,536381,15311,United Kingdom,22261,FELT EGG COSY WHITE RABBIT ,1,0.85
2010-12-01 09:41:00,536381,15311,United Kingdom,84832,ZINC WILLIE WINKIE  CANDLE STICK,1,0.85
2010-12-01 09:41:00,536381,15311,United Kingdom,22644,CERAMIC CHERRY CAKE MONEY BANK,1,1.45
2010-12-01 09:41:00,536381,15311,United Kingdom,21533,RETROSPOT LARGE MILK JUG,1,4.95
2010-12-01 09:41:00,536381,15311,United Kingdom,21557,SET OF 6 FUNKY BEAKERS,2,2.95
2010-12-01 09:41:00,536381,15311,United Kingdom,15056BL,EDWARDIAN PARASOL BLACK,2,5.95
2010-12-01 09:41:00,536381,15311,United Kingdom,15056N,EDWARDIAN PARASOL NATURAL,2,5.95
2010-12-01 09:41:00,536381,15311,United Kingdom,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,1.45
2010-12-01 09:41:00,536381,15311,United Kingdom,22176,BLUE OWL SOFT TOY,1,2.95
2010-12-01 09:41:00,536381,15311,United Kingdom,22438,BALLOON ART MAKE YOUR OWN FLOWERS,1,1.95
2010-12-01 09:41:00,536381,15311,United Kingdom,21731,RED TOADSTOOL LED NIGHT LIGHT,2,1.65
2010-12-01 09:41:00,536381,15311,United Kingdom,22778,GLASS CLOCHE SMALL,3,3.95
2010-12-01 09:41:00,536381,15311,United Kingdom,22719,GUMBALL MONOCHROME COAT RACK,36,1.06
2010-12-01 09:41:00,536381,15311,United Kingdom,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,6.75
2010-12-01 09:41:00,C536379,14527,United Kingdom,D,Discount,-1,27.5
2010-12-01 09:45:00,536382,16098,United Kingdom,10002,INFLATABLE POLITICAL GLOBE ,12,0.85
2010-12-01 09:45:00,536382,16098,United Kingdom,21912,VINTAGE SNAKES & LADDERS,8,3.75
2010-12-01 09:45:00,536382,16098,United Kingdom,21832,CHOCOLATE CALCULATOR,12,1.65
2010-12-01 09:45:00,536382,16098,United Kingdom,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,1.95
2010-12-01 09:45:00,536382,16098,United Kingdom,22379,RECYCLING BAG RETROSPOT ,10,2.1
2010-12-01 09:45:00,536382,16098,United Kingdom,22381,TOY TIDY PINK POLKADOT,50,1.85
2010-12-01 09:45:00,536382,16098,United Kingdom,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2.95
2010-12-01 09:45:00,536382,16098,United Kingdom,22726,ALARM CLOCK BAKELIKE GREEN,4,3.75
2010-12-01 09:45:00,536382,16098,United Kingdom,22926,IVORY GIANT GARDEN THERMOMETER,12,5.95
2010-12-01 09:45:00,536382,16098,United Kingdom,22839,3 TIER CAKE TIN GREEN AND CREAM,2,14.95
2010-12-01 09:45:00,536382,16098,United Kingdom,22838,3 TIER CAKE TIN RED AND CREAM,2,14.95
2010-12-01 09:45:00,536382,16098,United Kingdom,22783,SET 3 WICKER OVAL BASKETS W LIDS,4,16.95
2010-12-01 09:49:00,C536383,15311,United Kingdom,35004C,SET OF 3 COLOURED  FLYING DUCKS,-1,4.65
2010-12-01 09:53:00,536384,18074,United Kingdom,82484,WOOD BLACK BOARD ANT WHITE FINISH,3,6.45
2010-12-01 09:53:00,536384,18074,United Kingdom,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,48,0.65
2010-12-01 09:53:00,536384,18074,United Kingdom,22464,HANGING METAL HEART LANTERN,12,1.65
2010-12-01 09:53:00,536384,18074,United Kingdom,21324,HANGING MEDINA LANTERN SMALL,6,2.95
2010-12-01 09:53:00,536384,18074,United Kingdom,22457,NATURAL SLATE HEART CHALKBOARD ,12,2.95
2010-12-01 09:53:00,536384,18074,United Kingdom,22469,HEART OF WICKER SMALL,40,1.45
2010-12-01 09:53:00,536384,18074,United Kingdom,22470,HEART OF WICKER LARGE,40,2.55
2010-12-01 09:53:00,536384,18074,United Kingdom,22224,WHITE LOVEBIRD LANTERN,6,2.95
2010-12-01 09:53:00,536384,18074,United Kingdom,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,2,12.75
2010-12-01 09:53:00,536384,18074,United Kingdom,22189,CREAM HEART CARD HOLDER,4,3.95
2010-12-01 09:53:00,536384,18074,United Kingdom,22427,ENAMEL FLOWER JUG CREAM,3,5.95
2010-12-01 09:53:00,536384,18074,United Kingdom,22428,ENAMEL FIRE BUCKET CREAM,6,6.95
2010-12-01 09:53:00,536384,18074,United Kingdom,22424,ENAMEL BREAD BIN CREAM,8,10.95
2010-12-01 09:56:00,536385,17420,United Kingdom,22783,SET 3 WICKER OVAL BASKETS W LIDS,1,19.95
2010-12-01 09:56:00,536385,17420,United Kingdom,22961,JAM MAKING SET PRINTED,12,1.45
2010-12-01 09:56:00,536385,17420,United Kingdom,22960,JAM MAKING SET WITH JARS,6,4.25
2010-12-01 09:56:00,536385,17420,United Kingdom,22663,JUMBO BAG DOLLY GIRL DESIGN,10,1.95
2010-12-01 09:56:00,536385,17420,United Kingdom,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,1.25
2010-12-01 09:56:00,536385,17420,United Kingdom,22168,ORGANISER WOOD ANTIQUE WHITE ,2,8.5
2010-12-01 09:56:00,536385,17420,United Kingdom,22662,LUNCH BAG DOLLY GIRL DESIGN,10,1.65
2010-12-01 09:57:00,536386,16029,United Kingdom,84880,WHITE WIRE EGG HOLDER,36,4.95
2010-12-01 09:57:00,536386,16029,United Kingdom,85099C,JUMBO  BAG BAROQUE BLACK WHITE,100,1.65
2010-12-01 09:57:00,536386,16029,United Kingdom,85099B,JUMBO BAG RED RETROSPOT,100,1.65
2010-12-01 09:58:00,536387,16029,United Kingdom,79321,CHILLI LIGHTS,192,3.82
2010-12-01 09:58:00,536387,16029,United Kingdom,22780,LIGHT GARLAND BUTTERFILES PINK,192,3.37
2010-12-01 09:58:00,536387,16029,United Kingdom,22779,WOODEN OWLS LIGHT GARLAND ,192,3.37
2010-12-01 09:58:00,536387,16029,United Kingdom,22466,FAIRY TALE COTTAGE NIGHTLIGHT,432,1.45
2010-12-01 09:58:00,536387,16029,United Kingdom,21731,RED TOADSTOOL LED NIGHT LIGHT,432,1.25
2010-12-01 09:59:00,536388,16250,United Kingdom,21754,HOME BUILDING BLOCK WORD,3,5.95
2010-12-01 09:59:00,536388,16250,United Kingdom,21755,LOVE BUILDING BLOCK WORD,3,5.95
2010-12-01 09:59:00,536388,16250,United Kingdom,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,7.95
2010-12-01 09:59:00,536388,16250,United Kingdom,21363,HOME SMALL WOOD LETTERS,3,4.95
2010-12-01 09:59:00,536388,16250,United Kingdom,21411,GINGHAM HEART  DOORSTOP RED,3,4.25
2010-12-01 09:59:00,536388,16250,United Kingdom,22318,FIVE HEART HANGING DECORATION,6,2.95
2010-12-01 09:59:00,536388,16250,United Kingdom,22464,HANGING METAL HEART LANTERN,12,1.65
2010-12-01 09:59:00,536388,16250,United Kingdom,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,0.42
2010-12-01 09:59:00,536388,16250,United Kingdom,22922,FRIDGE MAGNETS US DINER ASSORTED,12,0.85
2010-12-01 09:59:00,536388,16250,United Kingdom,22969,HOMEMADE JAM SCENTED CANDLES,12,1.45
2010-12-01 09:59:00,536388,16250,United Kingdom,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,12,0.85
2010-12-01 09:59:00,536388,16250,United Kingdom,21115,ROSE CARAVAN DOORSTOP,4,6.75
2010-12-01 09:59:00,536388,16250,United Kingdom,22469,HEART OF WICKER SMALL,12,1.65
2010-12-01 09:59:00,536388,16250,United Kingdom,22242,5 HOOK HANGER MAGIC TOADSTOOL,12,1.65
2010-12-01 10:03:00,536389,12431,Australia,22941,CHRISTMAS LIGHTS 10 REINDEER,6,8.5
2010-12-01 10:03:00,536389,12431,Australia,21622,VINTAGE UNION JACK CUSHION COVER,8,4.95
2010-12-01 10:03:00,536389,12431,Australia,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,1.25
2010-12-01 10:03:00,536389,12431,Australia,35004C,SET OF 3 COLOURED  FLYING DUCKS,6,5.45
2010-12-01 10:03:00,536389,12431,Australia,35004G,SET OF 3 GOLD FLYING DUCKS,4,6.35
2010-12-01 10:03:00,536389,12431,Australia,85014B,RED RETROSPOT UMBRELLA,6,5.95
2010-12-01 10:03:00,536389,12431,Australia,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,5.95
2010-12-01 10:03:00,536389,12431,Australia,22193,RED DINER WALL CLOCK,2,8.5
2010-12-01 10:03:00,536389,12431,Australia,22726,ALARM CLOCK BAKELIKE GREEN,4,3.75
2010-12-01 10:03:00,536389,12431,Australia,22727,ALARM CLOCK BAKELIKE RED ,4,3.75
2010-12-01 10:03:00,536389,12431,Australia,22192,BLUE DINER WALL CLOCK,2,8.5
2010-12-01 10:03:00,536389,12431,Australia,22191,IVORY DINER WALL CLOCK,2,8.5
2010-12-01 10:03:00,536389,12431,Australia,22195,LARGE HEART MEASURING SPOONS,24,1.65
2010-12-01 10:03:00,536389,12431,Australia,22196,SMALL HEART MEASURING SPOONS,24,0.85
2010-12-01 10:19:00,536390,17511,United Kingdom,22941,CHRISTMAS LIGHTS 10 REINDEER,2,8.5
2010-12-01 10:19:00,536390,17511,United Kingdom,22960,JAM MAKING SET WITH JARS,12,3.75
2010-12-01 10:19:00,536390,17511,United Kingdom,22961,JAM MAKING SET PRINTED,12,1.45
2010-12-01 10:19:00,536390,17511,United Kingdom,22962,JAM JAR WITH PINK LID,48,0.72
2010-12-01 10:19:00,536390,17511,United Kingdom,22963,JAM JAR WITH GREEN LID,48,0.72
2010-12-01 10:19:00,536390,17511,United Kingdom,22968,ROSE COTTAGE KEEPSAKE BOX ,8,8.5
2010-12-01 10:19:00,536390,17511,United Kingdom,84970S,HANGING HEART ZINC T-LIGHT HOLDER,144,0.64
2010-12-01 10:19:00,536390,17511,United Kingdom,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,2.55
